age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,PDCODE_VALUE.y,CATEGORY.y,LIT_LONG.y,LIT_SHORT.y,MP_Mis,MP_Fel,MS_Mis,MS_Fel,CSP_Mis,CSP_Fel,CSS_Fel,CSIS_Fel,School
45-64,S,12/10/17,172470990,120,0,235,40.63716786,M,PL 22003,-74.07618089,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963107,171420,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/10/17,172471799,122,0,235,40.55320268,M,PL 22003,-74.16434276,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,938581,140863,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/10/17,172466894,120,0,235,40.61170517,M,PL 22003,-74.07503891,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963416,162143,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,12/9/17,172431287,121,0,117,40.63122789,F,PL 2200901,-74.16528427,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,938373,169290,2017,12,505,F,CRIM POSS NARCO DRUG-4TH      ,CPCS-4         ,0,0,0,0,0,1,0,0,0
25-44,S,12/9/17,172450460,121,0,235,40.62617966,M,PL 2211001,-74.1340888,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,947029,167436,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,12/9/17,172431285,121,0,117,40.63122789,F,PL 2200602,-74.16528427,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",BLACK,M,938373,169290,2017,12,507,F,CRIM POSS CONTRL SUB-5TH:NARC ,CPCS-5         ,0,0,0,0,0,1,0,0,0
18-24,S,12/8/17,172414664,121,0,117,40.58739192,F,PL 2200601,-74.1910445,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,F,931188,153334,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
18-24,S,12/8/17,172420621,123,0,235,40.51188699,M,PL 22003,-74.25114976,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,914415,125868,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/8/17,172414663,120,0,235,40.60780873,M,PL 22003,-74.08139473,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,961650,160725,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/8/17,172417341,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,962822,174282,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,12/8/17,172413001,120,0,117,40.64149946,F,PL 2201601,-74.07567777,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,963248,172998,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,12/8/17,172419076,123,0,235,40.53119194,M,PL 22140,-74.1700372,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,936983,132847,2017,12,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
<18,S,12/8/17,172419078,123,0,117,40.51188699,F,PL 2200601,-74.25114976,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,914415,125868,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/8/17,172415869,121,0,235,40.63088494,M,PL 22003,-74.149118,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,942860,169157,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/7/17,172394593,121,0,117,40.63272741,F,PL 2200601,-74.14642361,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,943609,169827,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/7/17,172354282,120,0,235,40.62381602,M,PL 2211001,-74.0737809,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,963769,166555,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,12/7/17,172383031,123,0,117,40.56097967,F,PL 2200601,-74.19530211,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",HISPANIC,M,929984,143714,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/7/17,172369477,121,11,117,40.62322682,F,PL 2201801,-74.14922697,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS 2",WHITE,M,942825,166367,2017,12,501,F,CPCS-2ND:NARC DRUG-4OZ OR MORE,CPCS 2ND-NARC  ,0,0,0,0,0,1,0,0,0
25-44,S,12/7/17,172354283,120,0,235,40.62381602,M,PL 2211001,-74.0737809,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963769,166555,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,12/7/17,172391709,121,0,235,40.62891062,M,PL 22003,-74.14327735,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,944480,168435,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/6/17,172347010,120,0,235,40.63753314,M,PL 2211001,-74.12078382,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,950728,171567,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,12/6/17,172310773,121,0,235,40.62983593,M,PL 2211001,-74.14737557,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,943343,168774,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,12/6/17,172348847,120,0,235,40.6434404,M,PL 22003,-74.07920769,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,F,962269,173706,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,12/6/17,172350759,123,0,235,40.51203825,M,PL 22003,-74.24975495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,914803,125922,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/6/17,172335578,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962822,174282,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,12/5/17,172310193,120,0,235,40.63968673,M,PL 22003,-74.07744128,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962758,172338,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/5/17,172310195,120,0,235,40.63968673,M,PL 2205003,-74.07744128,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",BLACK,M,962758,172338,2017,12,508,M,CRIM USE DRUG PARA-2ND:SCALES ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,12/5/17,172296354,123,0,117,40.55600976,F,PL 2200601,-74.19474418,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,930135,141903,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/5/17,172310294,120,0,117,40.63780411,F,PL 2201601,-74.0769851,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,962884,171652,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,12/5/17,172310196,120,0,235,40.64159405,M,PL 22003,-74.07790111,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962631,173033,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/5/17,172310197,120,0,235,40.63968673,M,PL 2205003,-74.07744128,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",BLACK,M,962758,172338,2017,12,508,M,CRIM USE DRUG PARA-2ND:SCALES ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,12/5/17,172293484,123,0,117,40.55600976,F,PL 2200601,-74.19474418,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,930135,141903,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/4/17,172265141,121,0,235,40.63217333,M,PL 22003,-74.16633142,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,938083,169635,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/3/17,172209341,122,0,117,40.60504449,F,PL 2200601,-74.07358369,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,963818,159716,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
<18,S,12/2/17,172202831,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,12/2/17,172201937,122,0,235,40.56606095,M,PL 22003,-74.13813963,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945870,145535,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/2/17,172201940,120,0,235,40.64544846,M,PL 2211001,-74.08081364,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961824,174438,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,12/2/17,172198333,120,0,235,40.61619612,M,PL 22003,-74.06995804,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,964828,163778,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/2/17,172201936,120,0,235,40.63780411,M,PL 22003,-74.0769851,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962884,171652,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,12/2/17,172201942,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
18-24,S,12/2/17,172201939,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,12/2/17,172201941,122,0,235,40.56606095,M,PL 22003,-74.13813963,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945870,145535,2017,12,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,12/2/17,172201938,120,0,235,40.64544846,M,PL 2211001,-74.08081364,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961824,174438,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,12/1/17,172150641,122,0,117,40.55427507,F,PL 2201601,-74.13554586,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,946584,141240,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,12/1/17,172166257,122,0,235,40.57414013,M,PL 2205001,-74.10600777,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",HISPANIC,M,954801,148466,2017,12,508,M,CRIM USE DRUG PAR-2ND:DILUENTS,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,12/1/17,172179522,120,0,117,40.63469734,F,PL 2200601,-74.1158715,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,952090,170532,2017,12,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,12/1/17,172176586,123,0,235,40.54576404,M,PL 2211001,-74.2038392,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,927599,138176,2017,12,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,12/1/17,172161429,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,962951,172727,2017,12,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,11/30/17,172128238,121,0,117,40.59569021,F,PL 2201601,-74.18893655,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,931780,156356,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,11/30/17,172132467,120,0,235,40.64214108,M,PL 22003,-74.08068712,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961858,173233,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,11/30/17,172116430,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962951,172727,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/30/17,172119657,120,0,235,40.64502275,M,PL 22003,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962822,174282,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,11/30/17,172138624,120,0,117,40.62861256,F,PL 2200601,-74.0758613,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,963193,168303,2017,11,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
45-64,S,11/30/17,172134409,120,0,235,40.63782423,M,PL 22003,-74.07968745,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962134,171660,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,11/29/17,172102375,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951319,171306,2017,11,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,11/29/17,172076381,122,0,235,40.59575324,M,PL 2205003,-74.07791244,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",BLACK,F,962613,156332,2017,11,508,M,CRIM USE DRUG PARA-2ND:SCALES ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,11/29/17,172076375,122,0,117,40.59760171,F,PL 2201601,-74.08012917,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961998,157006,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,11/29/17,172079350,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962951,172727,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172076378,122,0,235,40.5960371,M,PL 22003,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,961969,156436,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,11/29/17,172076385,122,0,117,40.59575324,F,PL 2200601,-74.07791244,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,F,962613,156332,2017,11,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172076382,122,0,117,40.59215359,F,PL 2200907,-74.07968695,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,962119,155021,2017,11,505,F,CPCS-4TH:HALLUCINOGENIC SUBST ,CPCS-4         ,0,0,0,0,0,1,0,0,0
25-44,S,11/29/17,172076374,122,0,235,40.5960371,M,PL 22003,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961969,156436,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,11/29/17,172075244,122,0,117,40.5945994,F,PL 2201601,-74.07940541,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962198,155912,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172075246,122,0,117,40.5945994,F,PL 2201601,-74.07940541,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962198,155912,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,11/29/17,172076379,122,0,235,40.5960371,M,PL 22003,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,961969,156436,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,11/29/17,172076373,122,0,117,40.59575324,F,PL 2201601,-74.07791244,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962613,156332,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172075250,122,0,117,40.59575324,F,PL 2201601,-74.07791244,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962613,156332,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,11/29/17,172075245,120,0,117,40.61549122,F,PL 2201601,-74.08165623,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961580,163524,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172075248,122,0,117,40.59680094,F,PL 2201601,-74.07909835,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962284,156714,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172086761,120,0,235,40.63162888,M,PL 2211001,-74.07616736,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963109,169402,2017,11,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,11/29/17,172076377,122,0,117,40.59215359,F,PL 2201601,-74.07968695,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962119,155021,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172075247,122,0,117,40.59680094,F,PL 2201601,-74.07909835,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962284,156714,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/29/17,172079352,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962951,172727,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
65+,S,11/29/17,172076380,122,0,235,40.5945994,M,PL 22003,-74.07940541,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962198,155912,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,11/28/17,172060572,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,F,961580,163524,2017,11,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,11/28/17,172060571,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,961580,163524,2017,11,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,11/28/17,172046019,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/28/17,172065541,122,0,235,40.59366513,M,PL 22003,-74.08089499,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961784,155572,2017,11,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,11/28/17,172046020,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/28/17,172046018,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,11/28/17,172065017,120,0,117,40.64298153,F,PL 2200604,-74.07990981,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,962074,173539,2017,11,507,F,CRIM POSS CONTRL SUBST-5TH    ,CPCS-5         ,0,0,0,0,0,1,0,0,0
25-44,S,11/27/17,172004664,121,0,117,40.62322682,F,PL 2203903,-74.14922697,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",HISPANIC,M,942825,166367,2017,11,515,F,CSCS-3RD:1 GRAM STIMULANT     ,CSCS-3         ,0,0,0,0,0,0,1,0,0
25-44,S,11/25/17,171963193,123,0,235,40.52867135,M,PL 2205001,-74.1630486,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,938924,131925,2017,11,508,M,CRIM USE DRUG PAR-2ND:DILUENTS,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
18-24,S,11/25/17,171962262,120,0,235,40.6366413,M,PL 2211001,-74.08715151,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960062,171231,2017,11,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,11/24/17,171936172,121,0,117,40.6046267,F,PL 2201601,-74.16238059,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,939161,159597,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,11/24/17,171939513,123,0,117,40.56524596,F,PL 2201601,-74.18139653,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,933851,145260,2017,11,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
