"","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"127","25-44","S",2017-12-02,172201941,122,0,235,40.566060947,"M","PL 2200300",-74.138139626,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",945870,145535,2017,12
"128","25-44","S",2017-12-02,172201938,120,0,235,40.645448462,"M","PL 2211001",-74.080813638,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961824,174438,2017,12
"129","25-44","S",2017-12-01,172150641,122,0,117,40.554275073,"F","PL 2201601",-74.135545864,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",946584,141240,2017,12
"130","45-64","S",2017-12-01,172166257,122,0,235,40.574140128,"M","PL 2205001",-74.106007765,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",954801,148466,2017,12
"131","25-44","S",2017-12-01,172179522,120,0,117,40.634697336,"F","PL 2200601",-74.115871498,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",952090,170532,2017,12
"132","25-44","S",2017-12-01,172176586,123,0,235,40.54576404,"M","PL 2211001",-74.203839199,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",927599,138176,2017,12
"133","18-24","S",2017-12-01,172161429,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",962951,172727,2017,12
"134","18-24","S",2017-11-30,172128238,121,0,117,40.595690205,"F","PL 2201601",-74.188936551,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",931780,156356,2017,11
"135","45-64","S",2017-11-30,172132467,120,0,235,40.642141083,"M","PL 2200300",-74.080687118,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",961858,173233,2017,11
"136","18-24","S",2017-11-30,172116430,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",962951,172727,2017,11
"137","25-44","S",2017-11-30,172119657,120,0,235,40.645022746,"M","PL 2200300",-74.077216847,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962822,174282,2017,11
"138","45-64","S",2017-11-30,172138624,120,0,117,40.628612559,"F","PL 2200601",-74.075861296,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",963193,168303,2017,11
"139","45-64","S",2017-11-30,172134409,120,0,235,40.637824229,"M","PL 2200300",-74.079687445,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",962134,171660,2017,11
"140","25-44","S",2017-11-29,172102375,120,0,235,40.636818967,"M","PL 2211001",-74.118653127,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951319,171306,2017,11
"141","25-44","S",2017-11-29,172076381,122,0,235,40.595753238,"M","PL 2205003",-74.077912441,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","F",962613,156332,2017,11
"142","25-44","S",2017-11-29,172076375,122,0,117,40.597601709,"F","PL 2201601",-74.080129166,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961998,157006,2017,11
"143","18-24","S",2017-11-29,172079350,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",962951,172727,2017,11
"144","25-44","S",2017-11-29,172076378,122,0,235,40.596037101,"M","PL 2200300",-74.080231712,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",961969,156436,2017,11
"145","25-44","S",2017-11-29,172076385,122,0,117,40.595753238,"F","PL 2200601",-74.077912441,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","F",962613,156332,2017,11
"146","25-44","S",2017-11-29,172076382,122,0,117,40.592153588,"F","PL 2200907",-74.079686952,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",962119,155021,2017,11
"147","25-44","S",2017-11-29,172076374,122,0,235,40.596037101,"M","PL 2200300",-74.080231712,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",961969,156436,2017,11
"148","25-44","S",2017-11-29,172075244,122,0,117,40.5945994,"F","PL 2201601",-74.07940541,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962198,155912,2017,11
"149","25-44","S",2017-11-29,172075246,122,0,117,40.5945994,"F","PL 2201601",-74.07940541,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962198,155912,2017,11
"150","45-64","S",2017-11-29,172076379,122,0,235,40.596037101,"M","PL 2200300",-74.080231712,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",961969,156436,2017,11
"151","25-44","S",2017-11-29,172076373,122,0,117,40.595753238,"F","PL 2201601",-74.077912441,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962613,156332,2017,11
"152","25-44","S",2017-11-29,172075250,122,0,117,40.595753238,"F","PL 2201601",-74.077912441,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962613,156332,2017,11
"153","18-24","S",2017-11-29,172075245,120,0,117,40.615491223,"F","PL 2201601",-74.08165623,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961580,163524,2017,11
"154","25-44","S",2017-11-29,172075248,122,0,117,40.596800942,"F","PL 2201601",-74.079098353,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962284,156714,2017,11
"155","25-44","S",2017-11-29,172086761,120,0,235,40.631628881,"M","PL 2211001",-74.076167357,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",963109,169402,2017,11
"156","25-44","S",2017-11-29,172076377,122,0,117,40.592153588,"F","PL 2201601",-74.079686952,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962119,155021,2017,11
"157","25-44","S",2017-11-29,172075247,122,0,117,40.596800942,"F","PL 2201601",-74.079098353,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962284,156714,2017,11
"158","25-44","S",2017-11-29,172079352,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962951,172727,2017,11
"159","65+","S",2017-11-29,172076380,122,0,235,40.5945994,"M","PL 2200300",-74.07940541,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",962198,155912,2017,11
"160","18-24","S",2017-11-28,172060572,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","F",961580,163524,2017,11
"161","18-24","S",2017-11-28,172060571,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",961580,163524,2017,11
"162","45-64","S",2017-11-28,172046019,121,0,117,40.590388822,"F","PL 2201601",-74.192939756,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",930664,154427,2017,11
"163","25-44","S",2017-11-28,172065541,122,0,235,40.593665129,"M","PL 2200300",-74.080894994,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",961784,155572,2017,11
"164","25-44","S",2017-11-28,172046020,121,0,117,40.590388822,"F","PL 2201601",-74.192939756,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",930664,154427,2017,11
"165","25-44","S",2017-11-28,172046018,121,0,117,40.590388822,"F","PL 2201601",-74.192939756,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",930664,154427,2017,11
"166","18-24","S",2017-11-28,172065017,120,0,117,40.642981531,"F","PL 2200604",-74.079909806,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",962074,173539,2017,11
"167","25-44","S",2017-11-27,172004664,121,0,117,40.623226819,"F","PL 2203903",-74.149226973,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","HISPANIC","M",942825,166367,2017,11
"168","25-44","S",2017-11-25,171963193,123,0,235,40.528671349,"M","PL 2205001",-74.163048597,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","M",938924,131925,2017,11
"169","18-24","S",2017-11-25,171962262,120,0,235,40.6366413,"M","PL 2211001",-74.08715151,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960062,171231,2017,11
"170","25-44","S",2017-11-24,171936172,121,0,117,40.604626704,"F","PL 2201601",-74.162380586,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",939161,159597,2017,11
"171","25-44","S",2017-11-24,171939513,123,0,117,40.565245956,"F","PL 2201601",-74.181396531,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",933851,145260,2017,11
"172","25-44","S",2017-11-24,171939310,122,0,117,40.599115841,"F","PL 2201601",-74.081546178,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",961605,157558,2017,11
"173","25-44","S",2017-11-24,171925931,120,0,235,40.636766283,"M","PL 2211001",-74.07743068,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962760,171274,2017,11
"174","25-44","S",2017-11-23,171899938,123,0,235,40.506195693,"M","PL 2204500",-74.234895979,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","BLACK","F",918929,123782,2017,11
"175","25-44","S",2017-11-22,171895925,120,0,117,40.625363671,"F","PL 2201601",-74.082460842,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961360,167121,2017,11
"176","25-44","S",2017-11-22,171895927,120,0,117,40.625363671,"F","PL 2201601",-74.082460842,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961360,167121,2017,11
"177","45-64","S",2017-11-22,171899921,121,0,117,40.640526695,"F","PL 2200601",-74.171288692,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",936713,172681,2017,11
"178","18-24","S",2017-11-22,171894211,120,0,235,40.614624398,"M","PL 2211002",-74.084716734,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960730,163209,2017,11
"179","25-44","S",2017-11-22,171889740,120,0,235,40.639599873,"M","PL 2200300",-74.075978281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",963164,172306,2017,11
"180","18-24","S",2017-11-21,171845932,123,0,235,40.528914432,"M","PL 2200300",-74.210967886,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",925603,132042,2017,11
"181","25-44","S",2017-11-21,171855129,120,0,235,40.613589077,"M","PL 2204500",-74.073528274,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","HISPANIC","M",963836,162829,2017,11
"182","25-44","S",2017-11-21,171831136,123,0,117,40.552752659,"F","PL 2201601",-74.178948011,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",934522,140707,2017,11
"183","18-24","S",2017-11-21,171831135,123,0,117,40.552752659,"F","PL 2201601",-74.178948011,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",934522,140707,2017,11
"184","25-44","S",2017-11-21,171831132,122,0,117,40.597156874,"F","PL 2200601",-74.087881369,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","F",959845,156846,2017,11
"185","25-44","S",2017-11-21,171831134,122,0,117,40.597156874,"F","PL 2200601",-74.087881369,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",959845,156846,2017,11
"186","18-24","S",2017-11-21,171845934,123,0,117,40.528914432,"F","PL 2200601",-74.210967886,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",925603,132042,2017,11
"187","25-44","S",2017-11-20,171806683,121,0,235,40.636538626,"M","PL 2211001",-74.167484465,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",937766,171226,2017,11
"188","25-44","S",2017-11-19,171690213,120,0,235,40.635403956,"M","PL 2200300",-74.117385971,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",951670,170790,2017,11
"189","25-44","S",2017-11-19,171685676,121,0,117,40.623226819,"F","PL 2200605",-74.149226973,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","HISPANIC","M",942825,166367,2017,11
"190","18-24","S",2017-11-19,171689930,122,0,235,40.591343433,"M","PL 2200300",-74.067516005,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965499,154723,2017,11
"191","45-64","S",2017-11-19,171687557,120,0,235,40.625883362,"M","PL 2211001",-74.081160999,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",961721,167310,2017,11
"192","25-44","S",2017-11-19,171690215,120,0,235,40.635403956,"M","PL 2200300",-74.117385971,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951670,170790,2017,11
"193","18-24","S",2017-11-19,171687343,120,0,235,40.637213958,"M","PL 2211001",-74.088463773,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",959698,171440,2017,11
"194","25-44","S",2017-11-18,171684410,122,0,235,40.552614506,"M","PL 2200300",-74.150915297,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942312,140642,2017,11
"195","25-44","S",2017-11-18,171684176,123,0,235,40.526649317,"M","PL 2211001",-74.16813357,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",937509,131191,2017,11
"196","18-24","S",2017-11-17,171677703,123,0,235,40.549996356,"M","PL 2200300",-74.172096542,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",936424,139699,2017,11
"197","18-24","S",2017-11-17,171677702,123,0,235,40.549996356,"M","PL 2200300",-74.172096542,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",936424,139699,2017,11
"198","25-44","S",2017-11-17,171673694,120,0,117,40.6173251,"F","PL 2201601",-74.077170397,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962826,164191,2017,11
"199","45-64","S",2017-11-17,171676967,120,0,235,40.620438955,"M","PL 2211001",-74.070956677,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",964552,165324,2017,11
"200","25-44","S",2017-11-17,171676819,121,0,117,40.624136153,"F","PL 2201602",-74.15279174,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",941836,166700,2017,11
"201","25-44","S",2017-11-17,171676966,123,0,235,40.502181016,"M","PL 2200300",-74.237075312,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",918319,122321,2017,11
"202","25-44","S",2017-11-17,171676818,121,0,117,40.624136153,"F","PL 2200901",-74.15279174,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",941836,166700,2017,11
"203","25-44","S",2017-11-17,171676661,120,0,235,40.615491223,"M","PL 2200300",-74.08165623,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961580,163524,2017,11
"204","25-44","S",2017-11-16,171663077,122,0,235,40.574285688,"M","PL 2200300",-74.105914405,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954827,148519,2017,11
"205","25-44","S",2017-11-16,171658009,122,0,235,40.596804551,"M","PL 2200300",-74.092634068,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",958525,156719,2017,11
"206","45-64","S",2017-11-16,171666469,123,0,235,40.523555492,"M","PL 2200300",-74.215957919,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",924211,130093,2017,11
"207","25-44","S",2017-11-15,171622182,120,0,117,40.645022746,"F","PL 2201601",-74.077216847,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962822,174282,2017,11
"208","25-44","S",2017-11-15,171622183,120,0,117,40.630570746,"F","PL 2200901",-74.105690298,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",954914,169025,2017,11
"209","45-64","S",2017-11-15,171619242,120,0,117,40.630570746,"F","PL 2201601",-74.105690298,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",954914,169025,2017,11
"210","25-44","S",2017-11-15,171622180,120,0,117,40.630570746,"F","PL 2201601",-74.105690298,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",954914,169025,2017,11
"211","18-24","S",2017-11-15,171602358,120,0,235,40.645022746,"M","PL 2214000",-74.077216847,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","HISPANIC","M",962822,174282,2017,11
"212","45-64","S",2017-11-15,171632891,120,0,235,40.64173826,"M","PL 2200300",-74.075678037,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963248,173085,2017,11
"213","18-24","S",2017-11-15,171619243,120,0,235,40.64102756,"M","PL 2211001",-74.079449851,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","M",962201,172827,2017,11
"214","18-24","S",2017-11-15,171600934,120,0,235,40.645022746,"M","PL 2214000",-74.077216847,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","HISPANIC","F",962822,174282,2017,11
"215","25-44","S",2017-11-15,171634990,122,0,235,40.585436317,"M","PL 2200300",-74.101510961,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",956055,152580,2017,11
"216","25-44","S",2017-11-14,171566676,120,0,117,40.645022746,"F","PL 2200604",-74.077216847,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","F",962822,174282,2017,11
"217","18-24","S",2017-11-14,171585758,120,0,235,40.614095867,"M","PL 2211001",-74.066134311,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",965889,163012,2017,11
"218","18-24","S",2017-11-14,171585756,120,0,117,40.645022746,"F","PL 2203100",-74.077216847,"DANGEROUS DRUGS",521,"CONTROLLED SUBSTANCE, SALE 5","BLACK","M",962822,174282,2017,11
"219","25-44","S",2017-11-14,171560387,120,0,235,40.618431268,"M","PL 2211001",-74.077146462,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",962833,164594,2017,11
"220","18-24","S",2017-11-14,171585757,121,0,117,40.635022335,"F","PL 2201601",-74.132622152,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",947441,170657,2017,11
"221","<18","S",2017-11-14,171561751,120,0,235,40.610279493,"M","PL 2211001",-74.084570758,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","F",960769,161626,2017,11
"222","45-64","S",2017-11-13,171541647,120,0,117,40.641970659,"F","PL 2201601",-74.077043958,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",962869,173170,2017,11
"223","25-44","S",2017-11-13,171529482,120,0,235,40.616061918,"M","PL 2200300",-74.08933622,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",959448,163734,2017,11
"224","25-44","S",2017-11-13,171541649,120,0,117,40.641970659,"F","PL 2201601",-74.077043958,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",962869,173170,2017,11
"225","25-44","S",2017-11-13,171541850,120,0,117,40.641970659,"F","PL 2201601",-74.077043958,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",962869,173170,2017,11
"226","25-44","S",2017-11-13,171541648,120,0,117,40.641970659,"F","PL 2201601",-74.077043958,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",962869,173170,2017,11
"227","25-44","S",2017-11-12,171505447,122,0,235,40.574285688,"M","PL 2200300",-74.105914405,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954827,148519,2017,11
"228","45-64","S",2017-11-12,171503354,120,0,235,40.638516255,"M","PL 2211001",-74.11767249,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951592,171924,2017,11
"229","25-44","S",2017-11-12,171492774,120,0,235,40.63968673,"M","PL 2205002",-74.077441276,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","F",962758,172338,2017,11
"230","45-64","S",2017-11-12,171498189,120,0,235,40.616238309,"M","PL 2211001",-74.084754802,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",960720,163797,2017,11
"231","25-44","S",2017-11-12,171503355,120,0,235,40.645538469,"M","PL 2211001",-74.077657071,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962700,174470,2017,11
"232","25-44","S",2017-11-11,171479650,121,0,235,40.636662316,"M","PL 2200300",-74.131454426,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",947766,171254,2017,11
"233","25-44","S",2017-11-11,171481461,123,0,235,40.544611947,"M","PL 2200300",-74.208023845,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",926435,137759,2017,11
"234","25-44","S",2017-11-11,171481564,123,0,235,40.544611947,"M","PL 2200300",-74.208023845,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",926435,137759,2017,11
"235","45-64","S",2017-11-11,171480593,120,0,235,40.636818967,"M","PL 2211001",-74.118653127,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951319,171306,2017,11
"236","45-64","S",2017-11-10,171429610,120,0,235,40.637827177,"M","PL 2200300",-74.115095062,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",952307,171672,2017,11
"237","45-64","S",2017-11-10,171429608,120,0,235,40.637827177,"M","PL 2200300",-74.115095062,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",952307,171672,2017,11
"238","45-64","S",2017-11-10,171447831,122,0,235,40.574285688,"M","PL 2200300",-74.105914405,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954827,148519,2017,11
"239","25-44","S",2017-11-10,171452107,120,0,117,40.634455867,"F","PL 2201601",-74.118494,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",951362,170445,2017,11
"240","25-44","S",2017-11-10,171437892,120,0,235,40.632895,"M","PL 2204500",-74.079090695,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE","M",962298,169864,2017,11
"241","25-44","S",2017-11-10,171441060,123,0,235,40.54886391,"M","PL 2200300",-74.200167589,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928622,139303,2017,11
"242","45-64","S",2017-11-10,171429609,120,0,117,40.637827177,"F","PL 2201601",-74.115095062,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",952307,171672,2017,11
"243","25-44","S",2017-11-09,171389474,120,0,235,40.632725216,"M","PL 2205002",-74.078517646,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",962457,169802,2017,11
