PDCODE_VALUE,LAW_NYS,CATEGORY,LIT_LONG,LIT_SHORT
129,PL 125.20   04T   ,F,PL490.25/CRM TERORSM:MANSLTR 1,PL49025-MANS-1 
129,PL 125.20   04X   ,F,MAN-1: VICTIM<11 YRS-SEX MOTIV,MAN 1-SEX MOTIV
139,PL 125.25   00T   ,F,PL490.25/CRM TERORSM:MURDER 2 ,PL49025-MURDR-2
139,PL 125.25   00X   ,F,MURDER-2ND DEG: SEX MOTIVATED ,MURDR 2-SEX MOT
139,PL 125.25   01    ,F,MURDER 2ND: INTENTIONAL       ,MURDER 2       
139,PL 125.25   01H   ,F,MURDER-2:INTENT/HATE CRIME    ,MUR-2/HATE CRM 
139,PL 125.25   01T   ,F,PL490.25/CRM TERORSM:MURDER-2 ,PL49025/MURDR-2
139,PL 125.25   01X   ,F,MURDER-2:WITH INTENT-SEX MOTIV,MURDR 2-SEX MOT
139,PL 125.25   02    ,F,MURDER 2ND:DEPRAVED INDIFFENCE,MURDER 2       
139,PL 125.25   02H   ,F,MURDER-2ND/AS A HATE CRIME    ,MUR-2/HATE CRM 
139,PL 125.25   02T   ,F,PL 490.25/CRM TRORSM:MURDER-2 ,PL49025/MURDR-2
139,PL 125.25   02X   ,F,MURDR-2:DEPRAV INDIF-SEX MOTIV,MURDR 2-SEX MOT
139,PL 125.25   03    ,F,MURDER 2ND - FELONY MURDER    ,MURDER 2       
139,PL 125.25   03H   ,F,MURDER-2ND/AS A HATE CRIME    ,MURDR2-HATE CRM
139,PL 125.25   03T   ,F,490.25/TRORSM:MURDER-2-FELONY ,PL49025/MURDR-2
139,PL 125.25   03X   ,F,FELONY MURDER-SEX MOTIVATED   ,MURDR 2-SEX MOT
139,PL 125.25   04    ,F,MURDER 2ND-PERSON < 11 YEARS  ,MURDER 2       
139,PL 125.25   04H   ,F,MURDER-2:VICT < 11/HATE CRIME ,MUR-2/HATE CRM 
139,PL 125.25   04T   ,F,PL 490.25:MURDR-2:VICTIM < 11 ,PL49025/MURDR-2
139,PL 125.25   04X   ,F,MURDER-2: VICTIM<11-SEX MOTIV ,MURDR 2-SEX MOT
139,PL 125.25   05    ,F,MURDER 2ND: VICTIM <14 YRS OLD,MURDER 2ND DEG 
139,PL 125.25   05H   ,F,MURDER 2:VICTIM<14 /HATE CRIME,MURDER 2-HATE  
139,PL 125.25   05T   ,F,PL490.25/TERROR:MURDR 2-VIC<14,TERROR-MURDER 2
139,PL 125.25   05X   ,F,MURDER-2:VICTIM<14-SEX MOTIV  ,MURDR 2-SEX MOT
139,PL 125.26         ,F,AGGRAVATED MURDER             ,AGGRAV MURDER  
139,PL 125.26   00T   ,F,PL 490.25/TERROR:AGGRAV MURDER,49025-AG MURDER
139,PL 125.26   02    ,F,AGG MURDER-TORTURE CHILD      ,AGG MURD-CHILD 
139,PL 125.26   02T   ,F,PL490.25/TERROR:AGG MURD CHILD,49025-AGG MURD 
139,PL 125.26   02X   ,F,AGG MURD-CHILD:SEX MOTIVATED  ,AGG MURD:SX MOT
139,PL 125.26   1AI   ,F,AGGRAV MURDER- POLICE OFFICER ,AG MURDR-POLICE
139,PL 125.26   1AII  ,F,AGGRAV MURDER- PEACE OFFICER  ,AG MURDER-PEACE
139,PL 125.26   1AIII ,F,AGGRAV MURDER-EMPLOYEE CORREC ,AG MURDER-CORR 
139,PL 125.26   1AIIIT,F,PL490.25/TERROR:AG MURDER-CORR,49025-AG MURDER
139,PL 125.26   1AIIT ,F,PL490.25/TEROR:AG MURDER-PEACE,49025-AG MURDER
139,PL 125.26   1AIT  ,F,PL490.25/TEROR:AG MURDR-POLICE,49025-AG MURDER
139,PL 125.27   00T   ,F,PL490.25 MURDER 1ST           ,49025 MURDER-1 
139,PL 125.27   00X   ,F,MURDER-1ST DEG: SEX MOTIVATED ,MURDR 1-SEX MOT
139,PL 125.27   1A10X ,F,MURDER-1:TORTURE-SEX MOTIVATED,MURDR 1-SEX MOT
139,PL 125.27   1A11X ,F,MURDR-1:MULT VIC>1 TRN-SEX MOT,MURDR 1-SEX MOT
139,PL 125.27   1A12X ,F,MURDER-1ST:JUDGE-SEX MOTIVATED,MURDR 1-SEX MOT
139,PL 125.27   1A13X ,F,MURDER-1:ACT OF TERROR-SEX MOT,MURDR 1-SEX MOT
139,PL 125.27   1A1X  ,F,MURDER-1: POLICE OFF-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1A2X  ,F,MURDER-1: PEACE OFF-SEX MOTIV ,MURDR 1-SEX MOT
139,PL 125.27   1A3X  ,F,MURDER-1:CORR EMPLOY-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1A4X  ,F,MURDR-1:LIFE SENTNCE-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1A5X  ,F,MURDER-1:WITNESS-SEX MOTIVATED,MURDR 1-SEX MOT
139,PL 125.27   1A6X  ,F,MURDER-1ST: CONTRACT-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1A7X  ,F,MURDR-1:COMMIT CRIME-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1A8T  ,F,PL490.25:MURDER-1:>1 VICTIM   ,49025 MURDER-1 
139,PL 125.27   1A8X  ,F,MURDR-1:MULT VIC/1 TRN-SEX MOT,MURDR 1-SEX MOT
139,PL 125.27   1A9X  ,F,MURDR-1:PRIOR MURDER-SEX MOTIV,MURDR 1-SEX MOT
139,PL 125.27   1AI   ,F,MURDER-1ST:POLICE OFFICER     ,MURDER-1ST DEG 
139,PL 125.27   1AII  ,F,MURDER-1ST:PEACE OFFICER      ,MURDER-1ST DEG 
139,PL 125.27   1AIII ,F,MURDER-1ST:CORRECTION EMPLOYEE,MURDER-1ST DEG 
139,PL 125.27   1AIIIT,F,490.25:MURDR-1:CORRECTION EMP ,49025/MURDER-1 
139,PL 125.27   1AIIT ,F,490.25/MURDR-1:PEACE OFFICER  ,PL49025/MURDR-1
139,PL 125.27   1AIT  ,F,490.25/TERORSM:MURDR 1-POLICE ,PL49025/MURDR-1
139,PL 125.27   1AIV  ,F,MURDER-1ST:SERVE LIFE SENTENCE,MURDER-1ST DEG 
139,PL 125.27   1AIVT ,F,490.25-MURDER-1:UNDER CUSTODY ,49025 MURDER-1 
139,PL 125.27   1AIX  ,F,MURDER-1ST:PRIOR CONVICTION   ,MURDER-1ST DEG 
139,PL 125.27   1AIXT ,F,490.25:MURDER-1:PRIOR CONVICT ,49025 MURDER-1 
139,PL 125.27   1AV   ,F,MURDER-1ST:WITNESS            ,MURDER-1ST DEG 
139,PL 125.27   1AVI  ,F,MURDER-1ST:CONTRACT KILLING   ,MURDER-1ST DEG 
139,PL 125.27   1AVII ,F,MURDER-1ST:COMM SPECIFIC CRIME,MURDER-1ST DEG 
139,PL 125.27   1AVIII,F,MURDER-1ST:MULTIPLE VICTIMS   ,MURDER-1ST DEG 
139,PL 125.27   1AVIIT,F,PL490.25:MURDER-1:COMMIT CRIME,49025 MURDER-1 
139,PL 125.27   1AVIT ,F,490.25:MURDER-1:CONTRACT KILL ,49025/MURDER-1 
139,PL 125.27   1AVT  ,F,PL490.25/MURDER-1:WITNESS     ,49025/MURDER-1 
139,PL 125.27   1AX   ,F,MURDER-1ST:TORTURE            ,MURDER-1ST DEG 
139,PL 125.27   1AXI  ,F,MURDER-1ST:SERIAL KILLING     ,MURDER-1ST DEG 
139,PL 125.27   1AXII ,F,MURDER-1ST:JUDGE              ,MURDER-1ST DEG 
139,PL 125.27   1AXIII,F,MURDER 1ST:ACT OF TERRORISM   ,MURDER-1ST DEG 
139,PL 125.27   1AXIIT,F,PL490.25:MURDER-1:JUDGE       ,49025 MURDER-1 
139,PL 125.27   1AXIT ,F,PL490.25 MURDER-1: >1 VICTIM  ,49025 MURDER-1 
139,PL 125.27   1AXT  ,F,490.25:MURDER-1:TORTURE VICTIM,49025 MURDER-1 
140,PL 125.26   00X   ,F,AGGRAVATED MURDR:SEX MOTIVATED,AG MURDR-SX MOT
140,PL 125.26   1A1X  ,F,AGGR MURDER:POLICE OFF-SEX MOT,AG MURDR-SX MOT
140,PL 125.26   1A2X  ,F,AGGR MURDER: PEACE OFF-SEX MOT,AG MURDR-SX MOT
140,PL 125.26   1A3X  ,F,AGGR MURDR:CORR EMPLOY-SEX MOT,AG MURDR-SX MOT
143,PL 125.40         ,F,ABORTION 2ND                  ,ABORTION 2     
143,PL 125.45         ,F,ABORTION-1ST                  ,ABORTION 1     
146,PL 125.50         ,M,SELF ABORTION-2ND             ,SELF ABORTION 2
146,PL 125.55         ,M,SELF ABORTION-1ST             ,SELF ABORTION 1
148,PL 125.60         ,M,ISSUING ABORTIONAL ARTICLES   ,ISS ABORT ART  
153,PL 130.25   01    ,F,RAPE:INCAPABLE OF CONSENT     ,RAPE 3         
153,PL 130.25   02    ,F,"RAPE 3: VICTIM <17, PERP >21  ",RAPE 3         
153,PL 130.25   03    ,F,RAPE:LACK OF CONSENT NOT INCAP,RAP3 3         
155,PL 130.30   00T   ,F,PL490.25/CRIME TERROR:RAPE-2ND,490.25-RAPE 2ND
155,PL 130.30   01    ,F,RAPE-2:ACTOR 18 OR> VICTIM <15,RAPE-2ND DEGREE
155,PL 130.30   01T   ,F,PL490.25/CRM TER:RAPE-2 VIC<15,490.25-RAPE 2ND
155,PL 130.30   02    ,F,RAPE-2:NO CONSENT-VIC DISABLED,RAPE-2ND DEGREE
155,PL 130.30   02T   ,F,PL490.25/CR TER:RAPE-2 VIC DIS,490.25-RAPE 2ND
157,PL 130.35   00T   ,F,PL490.25/CRM TERORSM:RAPE 1ST ,PL49025-RAPE 1 
157,PL 130.35   01    ,F,RAPE-1ST:FORCIBLE COMPULSION  ,RAPE 1         
157,PL 130.35   01H   ,F,RAPE-1ST/AS A HATE CRIME      ,RAPE 1/HATE CRM
157,PL 130.35   01T   ,F,PL490.25/CRM TERORSM:RAPE 1ST ,PL49025-RAPE-1 
157,PL 130.35   02    ,F,RAPE:INTRCRSE FE PHYS HELPLESS,RAPE 1         
157,PL 130.35   02T   ,F,PL490.25/CRM TERORSM:RAPE 1ST ,PL49025-RAPE-1 
157,PL 130.35   03    ,F,RAPE:INTERCOURSE PERSON < 11  ,RAPE 1         
157,PL 130.35   03T   ,F,PL490.25/CRM TERORSM:RAPE 1ST ,PL49025-RAPE-1 
157,PL 130.35   04    ,F,RAPE-1ST:ACTOR >17 VICTIM <13 ,RAPE-1ST       
157,PL 130.35   04T   ,F,PL490.25/CRM TERORSM:RAPE 1ST ,PL49025-RAPE-1 
164,PL 130.40   01    ,F,CRIM SEX ACT-3:INCAPBL CONSENT,CRIM SEX ACT-3 
164,PL 130.40   02    ,F,CRIM SEXACT3:ACTOR>21VICTIM<17,CRIM SEX ACT-3 
164,PL 130.40   03    ,F,CRIM SEX ACT 3:LACK OF CONSENT,CRIM SEX ACT-3 
166,PL 130.45         ,F,CRIMINAL SEXUAL ACT-2ND DEGREE,CRIM SEX ACT-2 
166,PL 130.45   00T   ,F,PL490.25/TERR:CRIM SEX ACT-2ND,490.25-CRM SEX2
166,PL 130.45   01    ,F,CRIMINAL SEX ACT-2: VICTIM<15 ,CRIM SEX ACT-2 
166,PL 130.45   01T   ,F,PL490.25/TERR:SEX ACT-2 VIC<15,490.25-CRM SEX2
166,PL 130.45   02    ,F,CRIM SEX ACT-2:VICTIM DISABLED,CRIM SEX ACT-2 
166,PL 130.45   02T   ,F,PL490.25/TERR:CRM SEX2-VIC DIS,490.25-CRM SEX2
168,PL 130.50   00T   ,F,PL490.25/CRM TERORSM:CRM SEX-1,49025-CRIM SEX 
168,PL 130.50   01    ,F,CRIM SEX ACT-1ST:BY FORCE     ,CRIM SEX ACT-1 
168,PL 130.50   01H   ,F,CRIM SEX ACT-1/AS A HATE CRIME,SEX ACT-HATE CR
168,PL 130.50   01T   ,F,PL490.25/CRM TERORSM:CRIM SEX1,49025-CRIM SEX1
168,PL 130.50   02    ,F,CRIM SEX ACT 1:VICTIM HELPLESS,CRIM SEX ACT-1 
168,PL 130.50   02T   ,F,PL490.25/CRM TERORSM:CRIM SEX1,49025-CRIM SEX1
168,PL 130.50   03    ,F,CRIMINAL SEX ACT-1:VICTIM<11  ,CRIM SEX ACT-1 
168,PL 130.50   03T   ,F,PL490.25/CRM TERORSM:CRM SEX-1,49025-CRIM SEX1
168,PL 130.50   04    ,F,CRIMINAL SEX ACT 1:VICTIM<13  ,CRIM SEX ACT-1 
168,PL 130.50   04T   ,F,PL490.25/CRM TERORSM:CRIM SEX1,49025-CRIM SEX1
170,PL 130.20   01    ,M,SEXUAL MISCONDUCT             ,SEX MISCONDUCT 
170,PL 130.20   03    ,M,SEX MISCOND:ANIMAL/HUMAN BODY ,SEX MISCONDUCT 
173,PL 130.52   00    ,M,FORCIBLE TOUCHING             ,FORCIBLE TOUCH 
174,PL 130.20   02    ,M,SEX MISCON: ORAL/ANAL CONDUCT ,SEX MISCONDUCT 
175,PL 130.52   01    ,M,FORCIBLE TOUCHING:DEGRADE     ,FORCIBLE TOUCH 
175,PL 130.52   01A   ,M,FORCIBLE TOUCH- INTIMATE PARTS,FORCIBLE TOUCH 
175,PL 130.52   02    ,M,FORCIBLE TOUCHING:GRATIFYING  ,FORCIBLE TOUCH 
175,PL 130.52   02A   ,M,FORCIBLE TOUCH- ON BUS/TRAIN  ,FORCIBLE TOUCH 
175,PL 130.55         ,M,SEXUAL ABUSE-3RD              ,SEXUAL ABUSE 3 
175,PL 130.60   01    ,M,SX CONTCT W/IND>17 INCAP CNSNT,SEXUAL ABUSE 2 
175,PL 130.60   02    ,M,SEX ABUSE:SEX CONTACT W/IND<14,SEXUAL ABUSE 2 
176,PL 130.95         ,F,PREDATORY SEXUAL ASSAULT      ,PRED SEX ASLT  
176,PL 130.95   00T   ,F,PL490.25/TERROR: PRED SEX ASLT,49025-PRED SEX 
176,PL 130.95   01A   ,F,PRED SEX ASLT: SERIOUS INJURY ,PRED SEX ASLT  
176,PL 130.95   01AT  ,F,PL490.25/TER:PRED SEX ASLT-INJ,49025-PRED SEX 
176,PL 130.95   01B   ,F,PRED SEX ASLT:DANGEROUS INSTRU,PRED SEX ASLT  
176,PL 130.95   01BT  ,F,PL490.25/TER:PRD SX ALT-INSTRU,49025-PRED SEX 
176,PL 130.95   02    ,F,PRD SEX ASLT:SPEC OFF>1 VICTIM,PRED SEX ASLT  
176,PL 130.95   02T   ,F,PL490.25/TER:PRD SX ASLT>1 VIC,49025-PRED SEX 
176,PL 130.95   03    ,F,PRD SEX ASLT:SPEC OFF/PREV CON,PRED SEX ASLT  
176,PL 130.95   03T   ,F,PL490.25/TER:PRD SX ASLT-PRIOR,49025-PRED SEX 
176,PL 130.96         ,F,PRED SEX ASSAULT AGAINST CHILD,PRD SX ASLT CHD
176,PL 130.96   00T   ,F,PL490.25/TER:PRD SX ASLT CHILD,49025-PRED SEX 
177,PL 130.53         ,F,PERSISTENT SEXUAL ABUSE       ,PERS SEX ABUSE 
177,PL 130.53   00T   ,F,PL490.25/CRM TERR:PER SEX ABUS,490.25-PER SEX 
177,PL 130.65   01    ,F,SX ABUSE:CONTCT-FORCBL COMPLSN,SEXUAL ABUSE 1 
177,PL 130.65   01H   ,F,SEXUAL ABUSE-1ST/HATE CRIME   ,SEX ABUSE-HATE 
177,PL 130.65   01T   ,F,PL490.25/CRM TERORSM:SXABUSE-1,PL49025-SXABUSE
177,PL 130.65   02    ,F,SEX ABUSE:VICTIM PHYS HELPLESS,SEXUAL ABUSE 1 
177,PL 130.65   02T   ,F,PL490.25/CRM TERORSM:SXABUSE 1,49025-SEX ABUSE
177,PL 130.65   03    ,F,SX ABUSE:SEX CONTCT W/IND < 11,SEXUAL ABUSE 1 
177,PL 130.65   03T   ,F,PL490.25/CRM TERORSM:SXABUSE 1,49025-SEX ABUSE
177,PL 130.65   04    ,F,SEX ABUSE 1:VIC UNDR 13/DEF 21,SEXUAL ABUSE 1 
177,PL 130.65   04T   ,F,PL490.25/CRM TERORSM:SX ABUSE1,49025 SEX ABUSE
177,PL 260.32   04    ,F,ENDANGER ADULT 2-SEX CONTACT  ,ENDANGR ADULT 2
178,PL 130.90         ,F,FACILIT SEX OFF- CONTROL SUBST,SEX CRIME-DRUG 
178,PL 130.90   00T   ,F,PL490.25/TERR:FAC SEX OFFENSE ,490.25-FAC SEX 
178,PL 130.90   01    ,F,FACIL SEX OFFEN-POSS/ADM SUBST,SEX CRIME-DRUG 
178,PL 130.90   02    ,F,FACIL SEX OFF-ATT/COMMIT OFF  ,SEX CRIME-DRUG 
179,PL 130.65   00T   ,F,PL490.25/CRM TERORSM:SXABUSE-1,PL49025-SXABUSE
179,PL 130.65-A 01A   ,F,AGG SEX ABUSE-4:FOREIGN OBJECT,AGG SEX ABUSE-4
179,PL 130.65-A 01AT  ,F,PL490.25/TERR:SEX AB-4 OBJECT ,490.25-SEX AB4 
179,PL 130.65-A 01B   ,F,AGG SEX ABUSE-4: INSERT FINGER,AGG SEX ABUSE-4
179,PL 130.65-A 01BT  ,F,PL490.25/TERR:SEX AB-4 FINGER ,490.25-SEX AB4 
179,PL 130.66   00T   ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.66   01    ,F,AGGRAVATED SEXUAL ABUSE 3RD   ,AGG SEX ABUSE 3
179,PL 130.66   01A   ,F,AGGR SEX ABUSE:COMPULSION-3RD ,AGG SEX ABUSE 3
179,PL 130.66   01AT  ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.66   01B   ,F,AGGR SEX ABUSE:INCAP CONSENT 3,AGG SEX ABUSE 3
179,PL 130.66   01BT  ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.66   01C   ,F,AGGR SEX ABUSE 3RD:VICTIM< 11 ,AGG SEX ABUSE 3
179,PL 130.66   01CT  ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.66   01T   ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.66   02    ,F,AGGR SEX ABUSE 3:INCAP CONSENT,AGG SEX ABUSE 3
179,PL 130.66   02T   ,F,PL490.25/CRM TERORSM:SX ABUSE3,PL49025-SEX AB3
179,PL 130.67   00T   ,F,PL490.25/CRM TERORSM:SX ABUSE2,PL49025-SEX AB2
179,PL 130.67   01    ,F,AGGRAVATED SEXUAL ABUSE 2ND   ,AGG SEX ABUSE 2
179,PL 130.67   01A   ,F,AGG SEX ABUSE:COMPULSION-2ND  ,AGG SEX ABUSE 2
179,PL 130.67   01AT  ,F,PL490.25/CRM TERORSM:SXABUSE 2,49025 SXABUSE-2
179,PL 130.67   01B   ,F,AGG SEX ABUSE:INCAP CONSENT-2 ,AGG SEX ABUSE 2
179,PL 130.67   01BT  ,F,PL490.25/CRM TERORSM:SXABUSE 2,PL49025 SEX AB2
179,PL 130.67   01C   ,F,AGG SEX ABUSE < ELEVEN 2ND    ,AGG SEX ABUSE  
179,PL 130.67   01CT  ,F,PL490.25/CRM TERORSM:SXABUSE 2,PL49025-SEX AB2
179,PL 130.67   01H   ,F,AGG SEX ABUSE-2ND/HATE CRIME  ,AGG SEX ABUSE  
179,PL 130.67   01T   ,F,PL490.25/CRM TERORSM:SX ABUSE2,PL49025-SEX AB2
179,PL 130.70   01    ,F,AGGRAVATED SEXUAL ABUSE 1ST   ,AGG SEX ABUSE 1
179,PL 130.70   01A   ,F,AGG SEX ABUSE-COMPULSION 1ST  ,AGG SEX ABUSE 1
179,PL 130.70   01AT  ,F,PL490.25/CRM TERORSM:SXABUSE 1,PL49025-SEX AB1
179,PL 130.70   01B   ,F,AGG SEX ABUSE 1 W/PH HLPLS IND,AGG SEX ABUSE 1
179,PL 130.70   01BT  ,F,PL490.25/CRM TERORSM:SXABUSE 1,PL49025-SEX AB1
179,PL 130.70   01C   ,F,AGG SEX ABUSE 1:VICTIM <11 YRS,AGG SEX ABUSE 1
179,PL 130.70   01CT  ,F,PL490.25/CRM TERORSM:SXABUSE 1,PL49025-SEX AB1
179,PL 130.70   01H   ,F,AGG SEX ABUSE-1ST/HATE CRIME  ,AG SEX ABUSE   
179,PL 130.70   01T   ,F,PL490.25/CRM TERORSM:SXABUSE 1,PL49025-SEX AB1
179,PL 130.85   01    ,F,FEMALE GENITAL MUTILATION     ,FEM GENITAL MUT
179,PL 130.85   01A   ,F,FEM GENITAL MUTILATION;PERFORM,FEM GENITAL MUT
179,PL 130.85   01B   ,F,FEM GENITAL MUTILATION:CONSENT,FEM GENITAL MUT
180,PL 130.75   01A   ,F,COURSE SEX CONDUCT CHILD-1ST  ,COURSE SEX COND
180,PL 130.75   01AT  ,F,PL490.25/CRM TERORSM:SX CHILD1,49025-SX CHILD 
180,PL 130.75   01B   ,F,SEX CONDUCT AGAINST CHILD<13  ,COURSE SEX COND
180,PL 130.75   01BT  ,F,PL490.25/CRM TERORSM:SX CHILD1,49025-SX CHILD 
180,PL 130.80   00T   ,F,PL490.25/CRM TERROSM:SX CHILD2,49025-SEX CHILD
180,PL 130.80   01A   ,F,COURSE SEX CONDUCT 2-CHILD <11,COURSE SEX COND
180,PL 130.80   01AT  ,F,PL490.25/CRM TERORSM:SX CHILD2,49025-SEX CHILD
180,PL 130.80   01B   ,F,COURSE SEX CONDUCT-2:VICTIM<13,COURSE SEX COND
180,PL 130.80   01BT  ,F,PL490.25/CRM TERORSM:SX CHILD2,49025-SEX CHILD
181,PL 135.05         ,M,UNLAWFUL IMPRISONMENT 2ND     ,UNLAW IMPRIS 2 
183,PL 135.05   00H   ,F,UNLAW IMPRISON-2ND/HATE CRIME ,UNLAW IMPRIS 2 
183,PL 135.10         ,F,UNLAWFUL IMPRISONMENT 1ST     ,UNLAW IMPRIS 1 
183,PL 135.10   00H   ,F,UNLAW IMPRISON-1ST/HATE CRIME ,UNLAW IMPRIS 1 
184,PL 135.35   01    ,F,LABOR TRAF:PROV CONTR SUBSTNCE,LABOR TRAFFICK 
184,PL 135.35   02    ,F,LABOR TRAFFICK: TO REPAY DEBT ,LABOR TRAFFICK 
184,PL 135.35   03    ,F,LABOR TRAF:WITHHOLD PASSPRT/ID,LABOR TRAFFICK 
184,PL 135.35   04    ,F,LABOR TRAFFICK: INSTILL FEAR  ,LABOR TRAFFICK 
184,PL 135.35   04A   ,F,LABOR TRAF: FEAR INJURY/DEATH ,LABOR TRAFFICK 
184,PL 135.35   04B   ,F,LABOR TRAF:FEAR PROPRTY DAMAGE,LABOR TRAFFICK 
184,PL 135.35   04C   ,F,LABOR TRAF:FEAR FELONIOUS COND,LABOR TRAFFICK 
184,PL 135.35   04D   ,F,LABOR TRAF: FEAR CRIM CHARGES ,LABOR TRAFFICK 
184,PL 135.35   04E   ,F,LABOR TRAF: FEAR EXPOSE SECRET,LABOR TRAFFICK 
184,PL 135.35   04F   ,F,LABOR TRAF: FEAR RE: LEGAL DEF,LABOR TRAFFICK 
184,PL 135.35   04G   ,F,LABOR TRAF: FEAR PUB AUTHORITY,LABOR TRAFFICK 
185,PL 135.20         ,F,KIDNAPPING 2ND                ,KIDNAPPING 2   
185,PL 135.20   00H   ,F,KIDNAPPING-2ND/HATE CRIME     ,KID-2 HATE CRM 
185,PL 135.20   00X   ,F,KIDNAPPING-2ND: SEX MOTIVATED ,KIDNAP 2-SX MOT
186,PL 120.70   01    ,F,LURING A CHILD TO COMMIT CRIME,LURING A CHILD 
186,PL 120.70   01    ,F,LURING A CHILD TO COMMIT B FEL,LURING A CHILD 
186,PL 120.70   01    ,F,LURING A CHILD TO COMMIT A FEL,LURING A CHILD 
187,PL 135.20   00T   ,F,PL490.25/CRM TERORSM:KIDNAP 2 ,PL49025-KIDNAP2
187,PL 135.25   00T   ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   00X   ,F,KIDNAPPING-1ST: SEX MOTIVATED ,KIDNAP 1-SX MOT
187,PL 135.25   01    ,F,KIDNP:W/INTENT  COLLECT RANSOM,KIDNAPPING 1   
187,PL 135.25   01H   ,F,KIDNAPPING-1ST/AS A HATE CRIME,KID-1/HATE CRM 
187,PL 135.25   01T   ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   01X   ,F,KIDNAP-1: FOR RANSOM-SEX MOTIV,KIDNAP 1-SX MOT
187,PL 135.25   02    ,F,KIDNAP-1ST:RESTRAINS > 12 HOUR,KIDNAPPING 1   
187,PL 135.25   02A   ,F,KIDNAPPING 1ST:PHYSICAL INJURY,KIDNAPPING 1ST 
187,PL 135.25   02AT  ,F,PL 490.25/CRM TERORSM:KIDNAP-1,49025-KIDNAP-1 
187,PL 135.25   02AX  ,F,KIDNAP-1: INJURE/ABUSE-SEX MOT,KIDNAP 1-SX MOT
187,PL 135.25   02B   ,F,KIDNAP-1ST:ADVANCE COMM FELONY,KIDNAPPING 1ST 
187,PL 135.25   02BT  ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   02BX  ,F,KIDNAP-1:COMMIT FELONY-SEX MOT,KIDNAP 1-SX MOT
187,PL 135.25   02C   ,F,KIDNAPPING 1ST:TERRORIZE      ,KIDNAPPING 1ST 
187,PL 135.25   02CT  ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   02CX  ,F,KIDNAP-1:TERRORIZE VIC-SEX MOT,KIDNAP 1-SX MOT
187,PL 135.25   02D   ,F,KIDNAPPING 1ST:INTER GOV FUNCT,KIDNAPPING 1ST 
187,PL 135.25   02DT  ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   02DX  ,F,KIDNAP-1:INTERFERE GOV-SEX MOT,KIDNAP 1-SX MOT
187,PL 135.25   02H   ,F,KIDNAPPING-1ST/AS A HATE CRIME,KID-1/HATE CRM 
187,PL 135.25   02T   ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   02X   ,F,KIDNAP-1:RESTRAIN>12HR-SEX MOT,KIDNAP 1-SX MOT
187,PL 135.25   03    ,F,KIDNP:ABDUCTION RESULT DEATH  ,KIDNAPPING 1   
187,PL 135.25   03H   ,F,KIDNAPPING-1ST/AS A HATE CRIME,KID-1/HATE CRM 
187,PL 135.25   03T   ,F,PL490.25/CRM TERORSM:KIDNAP-1 ,49025-KIDNAP-1 
187,PL 135.25   03X   ,F,KIDNAP-1:ABDUCTEE DIES-SEX MOT,KIDNAP 1-SX MOT
191,PL 135.45   01    ,M,ENTICMNT OF IND<16 BY RELATIVE,CUST INTERF-2  
191,PL 135.45   02    ,M,CUST INTERF:LURE IND FROM CUST,CUST INTERF-2  
193,PL 135.50   01    ,F,CUST INT:REMV VICT FROM STATE ,CUST INTERFER 1
193,PL 135.50   02    ,F,CUST INT:RISK TO VICTIM SAFETY,CUST INTERFER 1
193,PL 135.55         ,F,SUBSTITUTION OF CHILDREN      ,SUBSTN OF CHILD
195,PL 135.60   01    ,M,COERCION-2: PHYSICAL INJURY   ,COERCION-2ND   
195,PL 135.60   02    ,M,COERCION-2:FEAR PROPRTY DAMAGE,COERCION-2ND   
195,PL 135.60   03    ,M,COERCION-2: FEAR CRIM CONDUCT ,COERCION-2ND   
195,PL 135.60   04    ,M,COERCION-2:ACCUSATION OF CRIME,COERCION-2ND   
195,PL 135.60   05    ,M,COERCION-2: EXPOSE A SECRET   ,COERCION-2ND   
195,PL 135.60   06    ,M,COERCION-2:FEAR STRIKE/BOYCOTT,COERCION-2ND   
195,PL 135.60   07    ,M,COERCION-2:TESTIFY/NOT TESTIFY,COERCION-2ND   
