,X,age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,Marijuana,Sale,Intent,School
120,120,<18,S,12/2/17,172202831,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,0,0,1,0
121,121,25-44,S,12/2/17,172201937,122,0,235,40.56606095,M,PL 2200300,-74.13813963,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945870,145535,2017,12,0,0,0,0
122,122,25-44,S,12/2/17,172201940,120,0,235,40.64544846,M,PL 2211001,-74.08081364,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961824,174438,2017,12,1,0,0,0
123,123,18-24,S,12/2/17,172198333,120,0,235,40.61619612,M,PL 2200300,-74.06995804,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,964828,163778,2017,12,0,0,0,0
124,124,18-24,S,12/2/17,172201936,120,0,235,40.63780411,M,PL 2200300,-74.0769851,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962884,171652,2017,12,0,0,0,0
125,125,18-24,S,12/2/17,172201942,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,0,0,1,0
126,126,18-24,S,12/2/17,172201939,122,0,235,40.55623423,M,PL 2205002,-74.14064559,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,945168,141956,2017,12,0,0,1,0
127,127,25-44,S,12/2/17,172201941,122,0,235,40.56606095,M,PL 2200300,-74.13813963,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,945870,145535,2017,12,0,0,0,0
128,128,25-44,S,12/2/17,172201938,120,0,235,40.64544846,M,PL 2211001,-74.08081364,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961824,174438,2017,12,1,0,0,0
129,129,25-44,S,12/1/17,172150641,122,0,117,40.55427507,F,PL 2201601,-74.13554586,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,946584,141240,2017,12,0,0,1,0
130,130,45-64,S,12/1/17,172166257,122,0,235,40.57414013,M,PL 2205001,-74.10600777,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE HISPANIC,M,954801,148466,2017,12,0,0,1,0
131,131,25-44,S,12/1/17,172179522,120,0,117,40.63469734,F,PL 2200601,-74.1158715,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,952090,170532,2017,12,0,0,1,0
132,132,25-44,S,12/1/17,172176586,123,0,235,40.54576404,M,PL 2211001,-74.2038392,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,927599,138176,2017,12,1,0,0,0
133,133,18-24,S,12/1/17,172161429,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,962951,172727,2017,12,0,0,1,0
134,134,18-24,S,11/30/17,172128238,121,0,117,40.59569021,F,PL 2201601,-74.18893655,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,931780,156356,2017,11,0,0,1,0
135,135,45-64,S,11/30/17,172132467,120,0,235,40.64214108,M,PL 2200300,-74.08068712,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961858,173233,2017,11,0,0,0,0
136,136,18-24,S,11/30/17,172116430,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962951,172727,2017,11,0,0,1,0
137,137,25-44,S,11/30/17,172119657,120,0,235,40.64502275,M,PL 2200300,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962822,174282,2017,11,0,0,0,0
138,138,45-64,S,11/30/17,172138624,120,0,117,40.62861256,F,PL 2200601,-74.0758613,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,963193,168303,2017,11,0,0,1,0
139,139,45-64,S,11/30/17,172134409,120,0,235,40.63782423,M,PL 2200300,-74.07968745,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962134,171660,2017,11,0,0,0,0
140,140,25-44,S,11/29/17,172102375,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951319,171306,2017,11,1,0,0,0
141,141,25-44,S,11/29/17,172076381,122,0,235,40.59575324,M,PL 2205003,-74.07791244,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",BLACK,F,962613,156332,2017,11,0,0,1,0
142,142,25-44,S,11/29/17,172076375,122,0,117,40.59760171,F,PL 2201601,-74.08012917,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961998,157006,2017,11,0,0,1,0
143,143,18-24,S,11/29/17,172079350,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,962951,172727,2017,11,0,0,1,0
144,144,25-44,S,11/29/17,172076378,122,0,235,40.5960371,M,PL 2200300,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,961969,156436,2017,11,0,0,0,0
145,145,25-44,S,11/29/17,172076385,122,0,117,40.59575324,F,PL 2200601,-74.07791244,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,F,962613,156332,2017,11,0,0,1,0
146,146,25-44,S,11/29/17,172076382,122,0,117,40.59215359,F,PL 2200907,-74.07968695,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,962119,155021,2017,11,0,0,0,0
147,147,25-44,S,11/29/17,172076374,122,0,235,40.5960371,M,PL 2200300,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961969,156436,2017,11,0,0,0,0
148,148,25-44,S,11/29/17,172075244,122,0,117,40.5945994,F,PL 2201601,-74.07940541,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962198,155912,2017,11,0,0,1,0
149,149,25-44,S,11/29/17,172075246,122,0,117,40.5945994,F,PL 2201601,-74.07940541,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962198,155912,2017,11,0,0,1,0
150,150,45-64,S,11/29/17,172076379,122,0,235,40.5960371,M,PL 2200300,-74.08023171,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,961969,156436,2017,11,0,0,0,0
151,151,25-44,S,11/29/17,172076373,122,0,117,40.59575324,F,PL 2201601,-74.07791244,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962613,156332,2017,11,0,0,1,0
152,152,25-44,S,11/29/17,172075250,122,0,117,40.59575324,F,PL 2201601,-74.07791244,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962613,156332,2017,11,0,0,1,0
153,153,18-24,S,11/29/17,172075245,120,0,117,40.61549122,F,PL 2201601,-74.08165623,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961580,163524,2017,11,0,0,1,0
154,154,25-44,S,11/29/17,172075248,122,0,117,40.59680094,F,PL 2201601,-74.07909835,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962284,156714,2017,11,0,0,1,0
155,155,25-44,S,11/29/17,172086761,120,0,235,40.63162888,M,PL 2211001,-74.07616736,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963109,169402,2017,11,1,0,0,0
156,156,25-44,S,11/29/17,172076377,122,0,117,40.59215359,F,PL 2201601,-74.07968695,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962119,155021,2017,11,0,0,1,0
157,157,25-44,S,11/29/17,172075247,122,0,117,40.59680094,F,PL 2201601,-74.07909835,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962284,156714,2017,11,0,0,1,0
158,158,25-44,S,11/29/17,172079352,120,0,117,40.64075492,F,PL 2201601,-74.07674709,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962951,172727,2017,11,0,0,1,0
159,159,65+,S,11/29/17,172076380,122,0,235,40.5945994,M,PL 2200300,-74.07940541,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962198,155912,2017,11,0,0,0,0
160,160,18-24,S,11/28/17,172060572,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,F,961580,163524,2017,11,1,0,0,0
161,161,18-24,S,11/28/17,172060571,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,961580,163524,2017,11,1,0,0,0
162,162,45-64,S,11/28/17,172046019,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,0,0,1,0
163,163,25-44,S,11/28/17,172065541,122,0,235,40.59366513,M,PL 2200300,-74.08089499,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961784,155572,2017,11,0,0,0,0
164,164,25-44,S,11/28/17,172046020,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,0,0,1,0
165,165,25-44,S,11/28/17,172046018,121,0,117,40.59038882,F,PL 2201601,-74.19293976,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930664,154427,2017,11,0,0,1,0
166,166,18-24,S,11/28/17,172065017,120,0,117,40.64298153,F,PL 2200604,-74.07990981,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,962074,173539,2017,11,0,0,0,0
167,167,25-44,S,11/27/17,172004664,121,0,117,40.62322682,F,PL 2203903,-74.14922697,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE HISPANIC,M,942825,166367,2017,11,0,1,0,0
168,168,25-44,S,11/25/17,171963193,123,0,235,40.52867135,M,PL 2205001,-74.1630486,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,938924,131925,2017,11,0,0,1,0
169,169,18-24,S,11/25/17,171962262,120,0,235,40.6366413,M,PL 2211001,-74.08715151,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960062,171231,2017,11,1,0,0,0
170,170,25-44,S,11/24/17,171936172,121,0,117,40.6046267,F,PL 2201601,-74.16238059,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,939161,159597,2017,11,0,0,1,0
171,171,25-44,S,11/24/17,171939513,123,0,117,40.56524596,F,PL 2201601,-74.18139653,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,933851,145260,2017,11,0,0,1,0
172,172,25-44,S,11/24/17,171939310,122,0,117,40.59911584,F,PL 2201601,-74.08154618,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,961605,157558,2017,11,0,0,1,0
173,173,25-44,S,11/24/17,171925931,120,0,235,40.63676628,M,PL 2211001,-74.07743068,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962760,171274,2017,11,1,0,0,0
174,174,25-44,S,11/23/17,171899938,123,0,235,40.50619569,M,PL 2204500,-74.23489598,DANGEROUS DRUGS,509,POSSESSION HYPODERMIC INSTRUMENT,BLACK,F,918929,123782,2017,11,0,0,0,0
175,175,25-44,S,11/22/17,171895925,120,0,117,40.62536367,F,PL 2201601,-74.08246084,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,961360,167121,2017,11,0,0,1,0
176,176,25-44,S,11/22/17,171895927,120,0,117,40.62536367,F,PL 2201601,-74.08246084,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,961360,167121,2017,11,0,0,1,0
177,177,45-64,S,11/22/17,171899921,121,0,117,40.6405267,F,PL 2200601,-74.17128869,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,936713,172681,2017,11,0,0,1,0
178,178,18-24,S,11/22/17,171894211,120,0,235,40.6146244,M,PL 2211002,-74.08471673,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960730,163209,2017,11,1,0,0,0
179,179,25-44,S,11/22/17,171889740,120,0,235,40.63959987,M,PL 2200300,-74.07597828,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,963164,172306,2017,11,0,0,0,0
180,180,18-24,S,11/21/17,171845932,123,0,235,40.52891443,M,PL 2200300,-74.21096789,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925603,132042,2017,11,0,0,0,0
181,181,25-44,S,11/21/17,171855129,120,0,235,40.61358908,M,PL 2204500,-74.07352827,DANGEROUS DRUGS,509,POSSESSION HYPODERMIC INSTRUMENT,BLACK HISPANIC,M,963836,162829,2017,11,0,0,0,0
182,182,25-44,S,11/21/17,171831136,123,0,117,40.55275266,F,PL 2201601,-74.17894801,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,934522,140707,2017,11,0,0,1,0
183,183,18-24,S,11/21/17,171831135,123,0,117,40.55275266,F,PL 2201601,-74.17894801,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,934522,140707,2017,11,0,0,1,0
184,184,25-44,S,11/21/17,171831132,122,0,117,40.59715687,F,PL 2200601,-74.08788137,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,F,959845,156846,2017,11,0,0,1,0
185,185,25-44,S,11/21/17,171831134,122,0,117,40.59715687,F,PL 2200601,-74.08788137,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,959845,156846,2017,11,0,0,1,0
186,186,18-24,S,11/21/17,171845934,123,0,117,40.52891443,F,PL 2200601,-74.21096789,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,925603,132042,2017,11,0,0,1,0
187,187,25-44,S,11/20/17,171806683,121,0,235,40.63653863,M,PL 2211001,-74.16748447,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,937766,171226,2017,11,1,0,0,0
188,188,25-44,S,11/19/17,171690213,120,0,235,40.63540396,M,PL 2200300,-74.11738597,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,951670,170790,2017,11,0,0,0,0
189,189,25-44,S,11/19/17,171685676,121,0,117,40.62322682,F,PL 2200605,-74.14922697,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE HISPANIC,M,942825,166367,2017,11,0,0,0,0
190,190,18-24,S,11/19/17,171689930,122,0,235,40.59134343,M,PL 2200300,-74.06751601,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,965499,154723,2017,11,0,0,0,0
191,191,45-64,S,11/19/17,171687557,120,0,235,40.62588336,M,PL 2211001,-74.081161,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,961721,167310,2017,11,1,0,0,0
192,192,25-44,S,11/19/17,171690215,120,0,235,40.63540396,M,PL 2200300,-74.11738597,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,951670,170790,2017,11,0,0,0,0
193,193,18-24,S,11/19/17,171687343,120,0,235,40.63721396,M,PL 2211001,-74.08846377,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,959698,171440,2017,11,1,0,0,0
194,194,25-44,S,11/18/17,171684410,122,0,235,40.55261451,M,PL 2200300,-74.1509153,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942312,140642,2017,11,0,0,0,0
195,195,25-44,S,11/18/17,171684176,123,0,235,40.52664932,M,PL 2211001,-74.16813357,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,937509,131191,2017,11,1,0,0,0
196,196,18-24,S,11/17/17,171677703,123,0,235,40.54999636,M,PL 2200300,-74.17209654,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,936424,139699,2017,11,0,0,0,0
197,197,18-24,S,11/17/17,171677702,123,0,235,40.54999636,M,PL 2200300,-74.17209654,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,936424,139699,2017,11,0,0,0,0
198,198,25-44,S,11/17/17,171673694,120,0,117,40.6173251,F,PL 2201601,-74.0771704,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962826,164191,2017,11,0,0,1,0
199,199,45-64,S,11/17/17,171676967,120,0,235,40.62043896,M,PL 2211001,-74.07095668,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,964552,165324,2017,11,1,0,0,0
200,200,25-44,S,11/17/17,171676819,121,0,117,40.62413615,F,PL 2201602,-74.15279174,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,941836,166700,2017,11,0,0,1,0
201,201,25-44,S,11/17/17,171676966,123,0,235,40.50218102,M,PL 2200300,-74.23707531,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,918319,122321,2017,11,0,0,0,0
202,202,25-44,S,11/17/17,171676818,121,0,117,40.62413615,F,PL 2200901,-74.15279174,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,941836,166700,2017,11,0,0,0,0
203,203,25-44,S,11/17/17,171676661,120,0,235,40.61549122,M,PL 2200300,-74.08165623,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961580,163524,2017,11,0,0,0,0
204,204,25-44,S,11/16/17,171663077,122,0,235,40.57428569,M,PL 2200300,-74.10591441,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,954827,148519,2017,11,0,0,0,0
205,205,25-44,S,11/16/17,171658009,122,0,235,40.59680455,M,PL 2200300,-74.09263407,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,958525,156719,2017,11,0,0,0,0
206,206,45-64,S,11/16/17,171666469,123,0,235,40.52355549,M,PL 2200300,-74.21595792,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,924211,130093,2017,11,0,0,0,0
207,207,25-44,S,11/15/17,171622182,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962822,174282,2017,11,0,0,1,0
208,208,25-44,S,11/15/17,171622183,120,0,117,40.63057075,F,PL 2200901,-74.1056903,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,954914,169025,2017,11,0,0,0,0
209,209,45-64,S,11/15/17,171619242,120,0,117,40.63057075,F,PL 2201601,-74.1056903,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,954914,169025,2017,11,0,0,1,0
210,210,25-44,S,11/15/17,171622180,120,0,117,40.63057075,F,PL 2201601,-74.1056903,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,954914,169025,2017,11,0,0,1,0
211,211,18-24,S,11/15/17,171602358,120,0,235,40.64502275,M,PL 2214000,-74.07721685,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE HISPANIC,M,962822,174282,2017,11,1,1,0,0
212,212,45-64,S,11/15/17,171632891,120,0,235,40.64173826,M,PL 2200300,-74.07567804,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963248,173085,2017,11,0,0,0,0
213,213,18-24,S,11/15/17,171619243,120,0,235,40.64102756,M,PL 2211001,-74.07944985,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",ASIAN/PAC.ISL,M,962201,172827,2017,11,1,0,0,0
214,214,18-24,S,11/15/17,171600934,120,0,235,40.64502275,M,PL 2214000,-74.07721685,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK HISPANIC,F,962822,174282,2017,11,1,1,0,0
215,215,25-44,S,11/15/17,171634990,122,0,235,40.58543632,M,PL 2200300,-74.10151096,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,956055,152580,2017,11,0,0,0,0
216,216,25-44,S,11/14/17,171566676,120,0,117,40.64502275,F,PL 2200604,-74.07721685,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,F,962822,174282,2017,11,0,0,0,0
217,217,18-24,S,11/14/17,171585758,120,0,235,40.61409587,M,PL 2211001,-74.06613431,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,965889,163012,2017,11,1,0,0,0
218,218,18-24,S,11/14/17,171585756,120,0,117,40.64502275,F,PL 2203100,-74.07721685,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",BLACK,M,962822,174282,2017,11,0,1,0,0
219,219,25-44,S,11/14/17,171560387,120,0,235,40.61843127,M,PL 2211001,-74.07714646,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,962833,164594,2017,11,1,0,0,0
220,220,18-24,S,11/14/17,171585757,121,0,117,40.63502234,F,PL 2201601,-74.13262215,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,947441,170657,2017,11,0,0,1,0
221,221,<18,S,11/14/17,171561751,120,0,235,40.61027949,M,PL 2211001,-74.08457076,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",ASIAN/PAC.ISL,F,960769,161626,2017,11,1,0,0,0
222,222,45-64,S,11/13/17,171541647,120,0,117,40.64197066,F,PL 2201601,-74.07704396,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,962869,173170,2017,11,0,0,1,0
223,223,25-44,S,11/13/17,171529482,120,0,235,40.61606192,M,PL 2200300,-74.08933622,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,959448,163734,2017,11,0,0,0,0
224,224,25-44,S,11/13/17,171541649,120,0,117,40.64197066,F,PL 2201601,-74.07704396,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,962869,173170,2017,11,0,0,1,0
225,225,25-44,S,11/13/17,171541850,120,0,117,40.64197066,F,PL 2201601,-74.07704396,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,962869,173170,2017,11,0,0,1,0
226,226,25-44,S,11/13/17,171541648,120,0,117,40.64197066,F,PL 2201601,-74.07704396,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,962869,173170,2017,11,0,0,1,0
227,227,25-44,S,11/12/17,171505447,122,0,235,40.57428569,M,PL 2200300,-74.10591441,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,954827,148519,2017,11,0,0,0,0
228,228,45-64,S,11/12/17,171503354,120,0,235,40.63851626,M,PL 2211001,-74.11767249,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951592,171924,2017,11,1,0,0,0
229,229,25-44,S,11/12/17,171492774,120,0,235,40.63968673,M,PL 2205002,-74.07744128,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,F,962758,172338,2017,11,0,0,1,0
230,230,45-64,S,11/12/17,171498189,120,0,235,40.61623831,M,PL 2211001,-74.0847548,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,960720,163797,2017,11,1,0,0,0
231,231,25-44,S,11/12/17,171503355,120,0,235,40.64553847,M,PL 2211001,-74.07765707,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962700,174470,2017,11,1,0,0,0
232,232,25-44,S,11/11/17,171479650,121,0,235,40.63666232,M,PL 2200300,-74.13145443,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,947766,171254,2017,11,0,0,0,0
233,233,25-44,S,11/11/17,171481461,123,0,235,40.54461195,M,PL 2200300,-74.20802385,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,926435,137759,2017,11,0,0,0,0
234,234,25-44,S,11/11/17,171481564,123,0,235,40.54461195,M,PL 2200300,-74.20802385,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,926435,137759,2017,11,0,0,0,0
235,235,45-64,S,11/11/17,171480593,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951319,171306,2017,11,1,0,0,0
236,236,45-64,S,11/10/17,171429610,120,0,235,40.63782718,M,PL 2200300,-74.11509506,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK HISPANIC,M,952307,171672,2017,11,0,0,0,0
237,237,45-64,S,11/10/17,171429608,120,0,235,40.63782718,M,PL 2200300,-74.11509506,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,952307,171672,2017,11,0,0,0,0
238,238,45-64,S,11/10/17,171447831,122,0,235,40.57428569,M,PL 2200300,-74.10591441,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,954827,148519,2017,11,0,0,0,0
